Watchlist '6month '

6month 
Symbol,Last,Net Chng,Bid,Ask,Sector,Dollar_Volume
SNDK,600.40,+9.81,601.01,602.00,Information Technology,1.502332506671E10
INTC,45.46,-.72,45.35,45.36,Information Technology,2.99062580409E9
LRCX,240.09,+4.51,240.09,241.88,Information Technology,2.42629027951E9
LITE,594.26,-6.16,592.50,594.30,Information Technology,1.79255871381E9
NBIS,101.80,+4.28,101.65,101.70,Information Technology,1.33093147109E9
ONDS,11.07,+1.02,11.20,11.21,Information Technology,1.19144232494E9
MKSI,250.36,-12.58,244.00,258.00,Information Technology,7.5746697508E8
COHR,223.89,+3.93,223.50,225.30,Information Technology,7.2666048523E8
CIEN,310.96,+8.63,310.50,315.10,Information Technology,6.9151320729E8
IBRX,8.54,+2.52,8.49,8.50,Health Care,6.2187205081E8
MRNA,46.60,+2.67,46.94,46.95,Health Care,6.0774208803E8
WULF,15.38,-.80,15.41,15.43,Information Technology,4.4543968177E8
PAAS,58.01,+1.92,59.00,59.20,Materials,4.362519216E8
RIOT,15.49,+.84,15.49,15.55,Information Technology,4.1572989097E8
KTOS,97.21,+5.24,97.99,98.50,Industrials,3.5754062239E8
FTAI,287.16,+1.41,286.12,297.50,Industrials,3.5127557298E8
SATS,114.46,+1.46,114.50,114.85,Communication Services,3.1371643514E8
SSRM,26.59,+.68,26.00,26.57,Materials,3.0716788316E8
FSLY,18.83,+1.17,19.01,19.07,Information Technology,3.0475602969E8
SNSE,26.25,+17.12,25.45,25.75,Health Care,2.7988942108E8
HYMC,40.68,+7.08,41.29,41.96,Materials,2.675195302E8
ENTG,131.89,+2.33,130.44,133.50,Information Technology,2.6015825694E8
FLEX,65.82,+1.40,63.91,66.50,Information Technology,2.5194805499E8
SCCO,192.66,+4.66,191.90,196.00,Materials,2.460130902E8
ONTO,220.00,-.29,212.88,223.00,Information Technology,2.3661176511E8
VNET,12.46,-1.29,12.46,12.52,Information Technology,2.3030676505E8
NVMI,451.85,+9.54,450.00,462.00,Information Technology,2.2852458425E8
TSEM,128.35,+.57,128.45,130.00,,2.2719273714E8
STRL,410.63,-10.57,410.00,414.00,Industrials,2.1876417242E8
ENPH,46.04,+.40,46.04,46.30,Information Technology,2.1776171651E8
AEIS,321.34,+7.22,314.80,330.00,Information Technology,2.1634151896E8
MTSI,246.76,+1.17,243.30,251.00,Information Technology,2.0803777795E8
UUUU,21.34,+.77,21.32,21.35,Energy,1.8456897064E8
ALGM,38.59,-3.10,38.10,38.80,Information Technology,1.7882468292E8
LSCC,97.23,-.27,96.00,98.00,Information Technology,1.7826685676E8
PSTG,72.60,-.09,72.50,73.06,Information Technology,1.7604011814E8
RMBS,104.34,+2.39,104.34,105.00,Information Technology,1.7037121148E8
LUNR,17.74,+1.12,17.74,17.81,Industrials,1.5566947668E8
CAMT,157.54,+.54,154.00,169.00,Information Technology,1.4462828885E8
TTMI,93.97,+3.06,93.00,97.00,Information Technology,1.4256528731E8
TWST,54.92,+2.04,54.48,58.00,Health Care,1.4135935989E8
POWL,542.98,-18.66,542.78,550.00,Industrials,1.3880768568E8
CENX,50.22,+1.33,50.20,51.14,Materials,1.3611432789E8
JBLU,6.46,+.39,6.38,6.44,Industrials,1.3175368446E8
LBRT,27.12,+.44,27.11,27.48,Energy,1.2509931875E8
VSCO,62.33,+1.97,62.25,62.95,Consumer Discretionary,1.2148428871E8
PRAX,328.93,+.89,295.00,332.00,Health Care,1.2106651443E8
DOCN,68.86,+1.20,68.00,69.20,Information Technology,1.2043334923E8
SITM,410.72,-3.33,410.73,413.00,Information Technology,1.1222459886E8
LASR,54.35,+3.46,54.50,54.80,Information Technology,1.0698190459E8
RCAT,12.08,+.68,12.30,12.40,Industrials,1.0039945664E8
VIAV,26.33,+.03,25.16,25.99,Information Technology,9.890265323E7
ATOM,5.48,-.25,5.50,5.52,Information Technology,9.750082123E7
ROAD,130.48,-4.69,124.20,126.00,Industrials,9.108277024E7
IPGP,138.28,+3.42,132.80,151.60,Information Technology,8.25906067E7
FORM,94.68,-.70,92.05,94.65,Information Technology,8.21276406E7
AAOI,43.44,-.47,42.70,43.69,Information Technology,8.083053073E7
SMTC,87.29,-.37,85.16,90.00,Information Technology,7.842075716E7
IESC,490.49,-10.36,485.00,527.78,Industrials,7.50139998E7
CMPS,8.45,+.82,8.59,8.62,Health Care,7.436501767E7
PCVX,56.17,+2.84,43.00,70.00,Health Care,7.377330997E7
AXTI,23.54,+.33,23.31,23.55,Information Technology,7.201774582E7
ACMR,64.61,-.57,64.50,66.00,Information Technology,7.165716341E7
ORLA,17.03,+.06,16.82,17.30,Materials,6.948610259E7
GRAL,102.28,+3.25,100.00,103.00,Health Care,6.731879868E7
NKTR,73.18,-.64,72.02,73.36,Health Care,6.686436656E7
VICR,155.61,-1.67,152.00,160.00,Industrials,6.63274937E7
SIMO,132.76,+1.40,132.00,134.00,Information Technology,6.368195849E7
MYRG,260.90,-9.42,231.55,417.98,Industrials,6.121017289E7
PUMP,11.26,-.75,11.75,12.19,Energy,6.005425872E7
NESR,24.67,+.50,24.38,24.98,Energy,5.643827136E7
TROX,7.75,+.15,8.13,8.20,Materials,5.560103778E7
TERN,39.35,-.23,37.90,41.28,Health Care,5.259568516E7
BORR,5.78,+.35,5.67,5.76,Energy,5.245189746E7
SYNA,84.76,-.64,84.10,86.10,Information Technology,5.171395897E7
DNLI,19.23,-.05,18.61,21.99,Health Care,5.05727028E7
ARRY,11.70,+.41,11.12,11.70,Industrials,5.026236953E7
ALGT,109.76,-4.28,108.98,109.78,Industrials,4.87658356E7
VSAT,45.97,-.25,45.00,46.88,Information Technology,4.826486662E7
UAMY,7.45,+.20,7.51,7.54,Materials,4.563351917E7
MRCY,86.66,+3.34,83.75,92.95,Industrials,4.353124582E7
PACS,38.97,-2.04,38.59,40.80,Health Care,4.344365843E7
BH/A,2073.02,-3.58,1600.00,3362.32,Consumer Discretionary,4.261581011E7
UCTT,54.89,-.71,54.00,56.76,Information Technology,4.051800233E7
PLAB,37.55,-1.07,37.40,38.00,Information Technology,3.982052576E7
ICHR,47.84,+.77,47.00,48.98,Information Technology,3.741455053E7
USAS,7.50,+.24,7.52,7.57,Materials,3.74045738E7
ERAS,12.66,+.21,12.72,12.76,Health Care,3.587920572E7
AUGO,68.77,+1.61,68.00,71.24,Materials,3.561242509E7
SHLS,10.73,+.03,10.55,11.00,Industrials,3.490554592E7
COHU,29.81,-.46,27.21,31.97,Information Technology,3.394714609E7
TNGX,12.41,-.39,10.85,12.60,Health Care,3.324989659E7
ARMN,19.16,+.63,19.20,19.57,Materials,3.31705999E7
PPTA,29.30,+1.22,29.33,29.49,Materials,3.309460212E7
DIOD,67.84,+.30,65.00,70.00,Information Technology,3.027498878E7
CGAU,18.74,+.33,18.69,18.70,Materials,2.973534683E7
ESTA,76.23,+1.89,67.00,78.01,Health Care,2.827608546E7
WOLF,19.59,+.47,19.41,19.61,Information Technology,2.739966493E7
ANAB,54.83,+1.135,52.50,58.00,Health Care,2.688602666E7
BLTE,173.91,-1.93,169.01,179.81,Health Care,2.678202769E7
TYRA,29.40,+.28,28.75,35.00,Health Care,2.676488375E7
ALMS,27.51,+.93,27.12,28.05,Health Care,2.675359078E7
MAZE,45.08,-1.89,41.25,47.80,Health Care,2.660495422E7
SKYT,28.74,-.03,28.73,28.87,Information Technology,2.580928337E7
SYRE,36.60,+.65,35.22,37.82,Health Care,2.572952793E7
ATEX,32.88,-.94,33.50,34.94,Communication Services,2.569229957E7
ARCB,103.00,-1.98,55.00,145.35,Industrials,2.503467606E7
ISSC,23.52,+2.11,23.90,24.38,Industrials,2.394226468E7
AEHR,29.01,+.52,28.52,29.60,Information Technology,2.387789446E7
AXGN,35.25,+.61,32.37,35.50,Health Care,2.35963311E7
BIOA,19.59,-.04,19.14,19.61,Health Care,2.307346461E7
CNTA,25.04,+.10,22.00,27.90,Health Care,2.091282746E7
CTMX,5.41,+.14,5.32,5.45,Health Care,2.086459257E7
SGML,13.45,+.62,13.46,13.58,Materials,2.009299197E7
DNTH,47.47,-1.74,45.00,50.00,Health Care,1.884540918E7
DFTX,17.38,+.48,17.30,17.45,Health Care,1.880295783E7
INBX,81.58,+2.81,73.06,95.00,Health Care,1.84945983E7
DAWN,11.56,-.32,11.16,11.37,Health Care,1.729942136E7
LPTH,11.24,+.06,11.15,11.30,Information Technology,1.724761896E7
EWTX,30.15,+.07,27.28,31.20,Health Care,1.715642544E7
RLAY,9.10,-.06,8.95,9.25,Health Care,1.689080555E7
PDFS,33.25,-.41,33.05,33.64,Information Technology,1.564621916E7
GPRE,13.37,+.19,13.06,13.77,Energy,1.421645283E7
CRVS,18.09,+.60,17.33,18.34,Health Care,1.401915227E7
PLSE,25.46,+1.79,25.50,25.90,Health Care,1.277708361E7
PSNL,9.00,+.43,8.81,9.16,Health Care,1.275495711E7
RAPP,29.20,+.14,25.90,32.00,Health Care,1.225700078E7
GLTO,30.50,+.59,30.10,34.00,Health Care,1.204859398E7
ELVN,26.37,+.24,24.50,27.00,Health Care,1.173006654E7
AMRC,32.93,+.44,30.19,38.51,Industrials,1.172402482E7
ASTI,6.48,+.43,6.46,6.48,Information Technology,1.168856044E7
VSTS,7.67,+.12,7.28,8.04,Industrials,1.154044256E7
BNAI,18.72,-.10,18.69,18.88,Information Technology,1.101210512E7
SEPN,28.30,-2.00,28.30,31.40,Health Care,1.053344863E7
