Watchlist '3month'

3month
Symbol,Last,Net Chng,Bid,Ask,Sector,Dollar_Volume
SNDK,565.41,-53.67,564.97,565.97,Information Technology,1.184071760378E10
LITE,694.43,-88.82,687.20,692.50,Information Technology,5.11514832908E9
CRCL,99.63,+3.49,98.68,98.76,Information Technology,3.28562415392E9
COHR,280.81,-18.10,277.80,280.00,Information Technology,2.29298613948E9
AAOI,95.34,-7.17,92.54,94.50,Information Technology,1.58632874458E9
BATL,27.68,+15.88,23.02,23.16,Energy,1.43343579731E9
CIEN,333.07,-20.66,330.00,333.06,Information Technology,1.00151053015E9
PAAS,61.59,-5.43,61.51,62.00,Materials,6.1292991275E8
RCAT,14.70,+1.03,14.75,14.82,Industrials,5.5386013521E8
AXTI,41.76,-4.56,40.30,40.98,Information Technology,5.3542277136E8
SCCO,206.23,-12.62,202.70,208.76,Materials,5.023507443E8
SATS,116.90,-1.78,116.52,116.90,Communication Services,4.6696470369E8
MRNA,49.83,-3.015,53.85,54.00,Health Care,4.5980802327E8
FTAI,281.75,-16.39,270.00,283.00,Industrials,4.1820259155E8
ENTG,126.79,-8.71,125.30,126.70,Information Technology,3.639080182E8
FSLY,21.135,-.035,21.10,21.15,Information Technology,3.5530450391E8
MKSI,232.56,-11.70,217.61,235.00,Information Technology,3.2807555232E8
VIAV,33.04,-2.31,33.00,33.01,Information Technology,3.2002063247E8
UUUU,20.89,-2.48,20.90,21.06,Energy,2.9176692427E8
CAVA,77.07,-1.42,75.95,77.50,Consumer Discretionary,2.8865001694E8
IBRX,10.00,-.44,9.42,9.47,Health Care,2.8419682058E8
HYMC,48.51,-7.23,48.90,49.15,Materials,2.7791794206E8
LASR,63.07,-4.62,64.05,64.09,Information Technology,2.170463451E8
LUNR,18.20,+.21,18.05,18.17,Industrials,2.1499433211E8
STRL,415.51,-17.36,412.01,419.00,Industrials,2.0197284611E8
USAR,19.42,-1.45,19.36,19.40,Materials,2.017025084E8
LSCC,93.48,-7.24,92.03,95.94,Information Technology,1.9859343837E8
TTMI,104.05,-8.95,102.00,105.00,Information Technology,1.9099429508E8
SOLS,73.90,-4.98,73.80,74.80,Materials,1.9067939246E8
UCTT,59.60,-3.62,59.60,61.00,Information Technology,1.8277105678E8
SITM,406.41,-34.39,402.00,407.24,Information Technology,1.7832334566E8
