Watchlist '1month'

1month
Symbol,Last,Net Chng,Bid,Ask,Sector,Dollar_Volume
SNDK,621.09,+20.69,618.01,619.10,Information Technology,1.20620240357E10
LITE,635.64,+41.38,636.04,637.90,Information Technology,2.59502556941E9
COHR,232.48,+8.59,232.00,233.95,Information Technology,9.333178105E8
CIEN,318.41,+7.45,316.00,319.00,Information Technology,7.5411251565E8
FSLY,18.07,-.76,17.98,18.05,Information Technology,5.3778654419E8
IBRX,8.61,+.07,8.50,8.53,Health Care,4.558608622E8
MKSI,249.08,-1.28,245.00,251.00,Information Technology,3.6069706384E8
ENPH,44.25,-1.79,44.12,44.49,Information Technology,2.1362447884E8
SOLS,77.86,-3.06,77.80,80.00,Materials,1.9479169651E8
GNRC,227.47,-.88,227.01,231.25,Industrials,1.8576353355E8
SSRM,29.11,+2.52,29.00,29.20,Materials,1.856138368E8
HYMC,42.15,+1.47,42.25,42.35,Materials,1.6485059369E8
AAOI,46.98,+3.54,46.75,46.89,Information Technology,1.4623272518E8
AEIS,320.64,-.70,317.00,350.00,Information Technology,1.4525204208E8
LBRT,26.89,-.23,26.62,26.90,Energy,1.2786283744E8
POWL,536.36,-6.62,535.00,560.00,Industrials,1.2114564072E8
DOCN,68.18,-.68,66.75,68.10,Information Technology,1.1362183725E8
VIAV,26.33,0,26.00,26.48,Information Technology,9.751122275E7
TROX,6.95,-.80,6.66,6.86,Materials,9.635305311E7
ALMS,29.205,+1.695,29.30,29.75,Health Care,8.873742793E7
IPGP,130.03,-8.25,126.00,134.00,Information Technology,8.543710428E7
TWST,52.49,-2.43,50.35,51.00,Health Care,7.261686354E7
LASR,55.68,+1.33,55.50,56.59,Information Technology,7.152472907E7
PCVX,57.32,+1.15,43.00,70.00,Health Care,6.577806711E7
ACMR,65.35,+.74,63.00,65.39,Information Technology,6.500845415E7
NKTR,73.86,+.68,73.50,74.00,Health Care,6.370216958E7
MLEC,17.10,+2.74,17.88,18.00,Consumer Staples,5.818452252E7
UCTT,57.48,+2.59,57.06,57.90,Information Technology,5.798336939E7
BORR,5.99,+.21,5.98,6.02,Energy,5.37565149E7
ATEX,34.44,+1.56,33.00,35.95,Communication Services,5.129004423E7
ACHC,16.86,-.07,16.50,17.37,Health Care,4.704764195E7
CRVS,17.53,-.56,17.33,18.00,Health Care,4.388375374E7
ERAS,12.39,-.27,12.17,12.50,Health Care,4.233760596E7
NESR,24.20,-.47,23.73,25.50,Energy,4.064981482E7
GOLD,58.67,+.90,57.55,58.90,Consumer Discretionary,4.0617839E7
IRDM,23.08,+.01,22.85,23.30,Communication Services,3.275931042E7
ATOM,6.66,+1.18,6.38,6.39,Information Technology,3.23146941E7
ICHR,47.84,0,47.69,48.98,Information Technology,2.897140847E7
WTTR,14.22,-.19,13.14,13.25,Energy,2.657745827E7
CGEM,13.88,+1.44,13.88,14.00,Health Care,2.198168906E7
CATX,5.65,+.62,5.55,5.63,Health Care,2.073839861E7
ANAB,55.46,+.63,52.50,58.00,Health Care,1.90503601E7
EVMN,28.73,-2.37,29.00,29.88,Health Care,1.460409985E7
ESOA,13.70,-.68,13.00,13.94,Energy,1.396356246E7
SNSE,27.22,+.97,26.63,26.97,Health Care,1.373381033E7
TRNS,77.99,+1.41,52.00,78.90,Industrials,1.163183654E7
GLTO,30.46,-.04,29.60,32.30,Health Care,1.042719043E7
